商品ID,商品名稱,借/採,儲位,儲位庫存數,庫齡,區編,區名,館編,館名,長(cm),寬(cm),高(cm),重量(kg),(近)月銷量,(近)月-有揀貨單天數,(近)90日銷量,(近)90日-有揀貨單天數,供應商ID,供應商名稱,所屬PM,總庫存數,總庫存_迴轉天數,才數,材積別,樓層,儲位型態,大區編,大區名,儲位才數,儲位健康度,材積判斷,總才數,人工/自動,庫齡級距,重型架判斷
DQBA63-A900J3ZUS-000,BOSCH 18V 鋰電免碳刷攪拌機 GRW 18V-120 (單機),借,80N02052B,2,303,DQBA,BOSCH,DQBA63,Bosch│18V 電動工具,40,11,35,4.73,0,0,0,0,31341,台灣羅伯特,陳洺欽(PM),2,99999,0.57037037,2,7F,重型層架,DQ,居家,39.82222222,0.343268229,小材積,1.140740741,人工倉,>=半年,重型層架-低
DQBB3O-A900HAYNQ-000,TRENY 前輪萬向爬梯購物車-軍綠黑,借,80P10749X,2,437,DQBB,修繕五金,DQBBD8,購物車/菜籃車,59,43,10,4.89,0,0,0,0,10922,卉多,陳洺欽(PM),2,99999,0.93962963,5,1F,自動化板式,DQ,居家,46.66666667,0.040269841,小材積,1.879259259,自動化,>=1年,自動化板式
DQBB7U-A900I7G9Y-000,TRENY 日式三階雙色扶手鋁踏梯,借,80D06016B,6,600,DQBB,修繕五金,DQBB7U,踏板工作梯,130,50,8,5.2,0,0,0,0,10922,卉多,陳洺欽(PM),6,99999,1.925925926,8,2F西,重型層架,DQ,居家,31.28888889,0.633693182,超大材,11.55555556,人工倉,>=1年,重型層架-低
DQBD2M-A900GN3NR-001,RUST-OLEUM 樂立恩 CHALKED 巧克塗料 (30fl.oz大桶裝/極消光/多色澤),借,80M50070D,2,110,DQBD,塗料地板,DQBD0R,水性水泥漆,34,34,12,1.51,0,0,0,0,32155,晟捷國際,許斯瑩,2,99999,0.513777778,2,7F,AGV層架,DQ,居家,7.111111111,0.230984375,小材積,1.027555556,人工倉,<半年,AGV層架
DQBD2N-A900IS7VG-001,【WE CHAMP】仿真木紋石紋磁磚貼-15入,借,80D01029B,2,18,DQBD,塗料地板,DQBD2N,壁貼/牆貼,60,30,4,0.9,3,0,7,0,39710,富程,許斯瑩,2,0.67,0.266666667,5,2F西,重型層架,DQ,居家,31.28888889,0.03250947,小材積,0.533333333,人工倉,<半年,重型層架-低
DQBE09-A900JPE3R-000,DIKE 高溫蒸氣織物清潔機 HCF510WT,借,80N02058C,6,114,DQBE,電動工具,DQBE09,蒸氣清洗機,37,26,37,6.53,0,0,7,0,35230,尼羅河,陳洺欽(PM),21,99999,1.318296296,5,7F,重型層架,DQ,居家,45.51111111,0.173798828,小材積,7.909777778,人工倉,<半年,重型層架
DQBE4A-A900GE3HN-000,"美國 得偉 DEWALT 軟殼18帶滾輪及把手(27袋)	DWST560107",借,80P05408X,3,1179,DQBB,修繕五金,DQBB0P,系統工具箱,47,33,48,5.78,0,0,0,0,32477,永安,陳洺欽(PM),3,99999,2.757333333,6,1F,自動化板式,DQ,居家,46.66666667,0.177257143,小材積,8.272,自動化,>=3年,自動化板式
DQBE4I-A900G7M9D-000,美國 得偉 DEWALT 感應式馬達高壓清洗機130Bar DW-DEPW002M,借,80N03054A,1,61,DQBE,電動工具,DQBE4I,DEWALT 得偉,80,40,40,22,0,0,0,0,32477,永安,陳洺欽(PM),10,99999,4.740740741,7,7F,重型層架,DQ,居家,39.82222222,0.628199405,大材積,4.740740741,人工倉,<半年,重型層架-低
DQBE4I-A900H0F5Z-000,美國 得偉 DEWALT 190mm圓鋸機(無附鋸片) DW-DWE5615,借,80N05006E,2,11,DQBE,電動工具,DQBE4I,DEWALT 得偉,34,28,22,5.28,1,0,1,0,32477,永安,陳洺欽(PM),3,3,0.775703704,2,7F,重型層架,DQ,居家,45.51111111,0.466536458,小材積,1.551407407,人工倉,<半年,重型層架
DQBE4I-A900HPTEX-000,DEWALT 得偉 20V 無碳刷混凝土擊釘槍(空機+箱) DW-DCN890BK,借,80K01066A,1,170,DQBE,電動工具,DQBE4I,DEWALT 得偉,47,44,18,7.2,1,0,1,0,32477,永安,陳洺欽(PM),1,1,1.378666667,5,6F,重型層架,DQ,居家,18.48888889,0.105120192,小材積,1.378666667,人工倉,<半年,重型層架-低
DQBE57-A900K0TKH-000,PW336 無線高壓清洗機,借,80Q76002A,1,105,DQBE,電動工具,DQBE57,高壓清洗機,36,36,23,5.11,0,0,0,0,10432,飛樂數位,陳洺欽(PM),1,99999,1.104,5,8F,AGV層架,DQ,居家,7.111111111,0.24978125,小材積,1.104,人工倉,<半年,AGV層架
DQBE6R-A900HD5IX-000,WORX 威克士 20V 無刷鋰電修邊機 雙4.0Ah電池 WU560.1,借,80P04636X,1,858,DQBE,電動工具,DQBE1M,修邊機/配件,45,36,20,5.4,0,0,0,0,37253,天恕貿易,陳洺欽(PM),1,99999,1.2,5,1F,自動化板式,DQ,居家,46.66666667,0.025714286,小材積,1.2,自動化,>=2年,自動化板式
DQBJ0A-A900I1MP6-000,【COUGAR 美洲獅】SPEEDER 人體工學電競椅,借,80D08013A,2,19,DQBJ,電腦椅,DQBJ05,COUGAR 美洲獅,75,45,57,27.49,1,0,3,0,36965,微秒科技,許斯瑩,3,3,7.125,7,2F西,落地儲位,DQ,居家,45.51111111,0.689887695,大材積,14.25,人工倉,<半年,落地儲位
DQBJ0A-A900K81MC-002,Wonder Core Chaircise 核心喚醒工學椅,借,80D07060A,3,35,DQBJ,電腦椅,DQBJ0A,人體工學椅,63,47,25,17.25,0,0,1,0,32906,萬達康,許斯瑩,4,99999,2.741666667,6,2F西,落地儲位,DQ,居家,45.51111111,0.990074056,小材積,8.225,人工倉,<半年,落地儲位
DQBJ1L-A900J0QYA-002,STYLE-全網款-Elvis艾維斯蝶翼雙支撐腰托設計人體工學電腦椅/辦公椅-2色選擇,借,80N01001A,1,307,DQBJ,電腦椅,DQBJ1L,高背電腦椅,71,62,36,20.1,1,0,1,0,34980,家家楹,許斯瑩,1,1,5.869333333,7,7F,重型層架,DQ,居家,39.82222222,0.486434152,大材積,5.869333333,人工倉,>=半年,重型層架-低
DQBJ2Z-A900GN4SR-003,【DEPE 德邁國際】 CHA01 小戶型 辦公椅 電腦椅 電競椅 工學椅 三色可選,借,80P01922X,12,4,DQBJ,電腦椅,DQBJ1H,低背電腦椅,55,54,27,7.8,9,0,25,0,30227,毫位,許斯瑩,12,1.33,2.97,6,1F,自動化板式,DQ,居家,46.66666667,0.763714286,小材積,35.64,自動化,<半年,自動化板式
DQBJ3M-A900JNGLK-001,Ellea 簡約風椅子加厚坐墊 連體坐墊 椅墊 靠背 背靠 腰靠 座墊 家用/車載/辦公室,借,80D01013B,2,157,DEAZ,家飾,DEAZ7G,腰靠坐墊,44,44,13,0.74,0,0,0,0,40372,三益商貿有限公司,林貝琪,2,99999,0.932148148,5,2F西,重型層架,DE,生活育樂,31.28888889,0.409373816,小材積,1.864296296,人工倉,<半年,重型層架-低
DQBJ54-A900HAHEL-000,SAYL 專用頭枕 (淺灰) 高低可調 副廠  (For Herman Miller SAYL),借,80N02051B,2,131,DQBJ,電腦椅,DQBJ3M,背靠椅墊,44,30,14,1.03,0,0,1,0,39483,石磊煦國際,許斯瑩,2,99999,0.684444444,2,7F,重型層架,DQ,居家,39.82222222,0.135892857,小材積,1.368888889,人工倉,<半年,重型層架-低
DQBJ54-A900HAI6I-000,SAYL 專用頭枕 (深灰) 高低可調 副廠 (For Herman Miller SAYL),借,80Q63001F,1,131,DQBJ,電腦椅,DQBJ3M,背靠椅墊,44,30,14,1.03,0,0,1,0,39483,石磊煦國際,許斯瑩,3,99999,0.684444444,2,8F,AGV層架,DQ,居家,7.111111111,0.398294271,小材積,0.684444444,人工倉,<半年,AGV層架
DQBJ6Z-A900IPNP7-001,【COUGAR 美洲獅】DEFENSOR 電競椅 皮革 黑橘/黑金,借,80P06854X,2,444,DQBJ,電腦椅,DQBJ05,COUGAR 美洲獅,58,84,28,29.1,0,0,0,0,36965,微秒科技,許斯瑩,2,99999,5.052444444,7,1F,自動化板式,DQ,居家,46.66666667,0.216533333,大材積,10.10488889,自動化,>=1年,自動化板式
DQBKEP-A900I2P19-001,Raymii VN-32 落地式屏風白板,借,80D07051A,1,130,DCAG,筆電周邊/配件,DCAG82,瑞米全系列,160,114,8,35,0,0,5,0,39020,瑞米,陳尹婕,4,99999,5.404444444,8,2F西,落地儲位,DC,周邊耗材,45.51111111,0.475,超大材,5.404444444,人工倉,<半年,落地儲位
DQBM1Z-A900K865B-000,(贈) 飛利浦品牌露營拖車,借,80D04068A,9,30,DQBM,飛利浦照明,DQBM1Z,福利品專區,70,51.5,16,5.5,1,0,1,0,4036,台閔科技,趙君婷,9,9,2.136296296,6,2F西,重型層架,DQ,居家,31.28888889,0.614488636,小材積,19.22666667,人工倉,<半年,重型層架-低
DQBM2G-A900GR9R5-000,Philips 飛利浦 EyeCare LED 36W超薄調光吸頂燈-自然光(PA016),借,80K02064B,4,344,DQBM,飛利浦照明,DQBM2G,LED吸頂燈,59,59,4,3.13,0,0,0,0,4036,台閔科技,趙君婷,4,99999,0.515703704,6,6F,重型層架,DQ,居家,18.48888889,0.325957532,小材積,2.062814815,人工倉,>=半年,重型層架-低
DQBM2G-A900IRNUC-000,Philips 飛利浦 EyeCare LED 36W超薄調光吸頂燈-自然光(PA016),採,80N08068D,25,465,DQBM,飛利浦照明,DQBM2G,LED吸頂燈,58,5,59,3.07,9,0,40,0,4036,台閔科技,趙君婷,31,3.44,0.633703704,6,7F,重型層架,DQ,居家,45.51111111,0.348103841,小材積,15.84259259,人工倉,>=1年,重型層架
DQBM2P-A900GNT29-000,Philips 飛利浦 66251 軒璽二代座夾兩用智慧全光譜護眼檯燈(PD060),借,80N20055D,5,115,DQBM,飛利浦照明,DQBM2P,護眼檯燈全系列,47,18,18,3.33,10,0,27,0,4036,台閔科技,趙君婷,7,0.7,0.564,4,7F,重型層架,DQ,居家,45.51111111,0.102246094,小材積,2.82,人工倉,<半年,重型層架
DQBM2P-A900JUCER-000,Philips 飛利浦 FDS291 軒朗 智慧LED護眼檯燈(PD064),借,80N24042D,2,127,DQBM,飛利浦照明,DQBM2P,護眼檯燈全系列,72,19,8,2,2,0,3,0,4036,台閔科技,趙君婷,2,1,0.405333333,5,7F,重型層架,DQ,居家,45.51111111,0.0178125,小材積,0.810666667,人工倉,<半年,重型層架
DQBM3R-A900GEMMI-000,Philips 飛利浦 44102 Halo氛圍落地燈-黑色(PW015),借,80D07045A,1,369,DQBM,飛利浦照明,DQBM1M,立燈,30,24,54,5.33,1,0,2,0,4036,台閔科技,趙君婷,3,3,1.44,5,2F西,落地儲位,DQ,居家,45.51111111,0.618046875,小材積,1.44,人工倉,>=1年,落地儲位
DQBM3R-A900HF9GN-000,Philips 飛利浦 66275 K1 電擊吸入式捕蚊燈(TK1B),借,80N04062B,13,141,DQBM,飛利浦照明,DQBM3S,捕蚊燈,15,15,27.5,0.69,1,0,14,0,4036,台閔科技,趙君婷,21,21,0.229166667,1,7F,重型層架,DQ,居家,39.82222222,0.209831194,小材積,2.979166667,人工倉,<半年,重型層架-低
DQBN1U-A900GX9EM-000,【寶島之光】LED T8 4呎 20W 玻璃驗證燈管/黃光(4入)Y5T84L,借,80D04009B,2,372,DQBP,燈飾照明,DQBPAY,燈管,123,22,7,1,0,0,0,0,10798,太星電工,趙君婷,2,99999,0.701555556,7,2F西,重型層架,DQ,居家,31.28888889,0.411434659,大材積,1.403111111,人工倉,>=1年,重型層架-低
DQBP1G-A900J0XOE-000,EVERLIGHT 億光13W超節能LED球泡燈 白光 4入(EL16-4入),借,80M53018C,1,241,DQBP,燈飾照明,DQBP1G,EVERLIGHT 億光,25,13,6,0.4,0,0,1,0,4036,台閔科技,趙君婷,1,99999,0.072222222,1,7F,AGV層架,DQ,居家,1.333333333,0.175333333,小材積,0.072222222,人工倉,>=半年,AGV層架
DQBP1G-A900K227Z-000,EVERLIGHT 億光 LED T8燈管 10W 2呎白光 6入(ET23),借,80Q73005C,1,50,DQBP,燈飾照明,DQBP1G,EVERLIGHT 億光,12,64,11,1,2,0,4,0,4036,台閔科技,趙君婷,1,0.5,0.312888889,4,8F,AGV層架,DQ,居家,7.111111111,0.287583333,小材積,0.312888889,人工倉,<半年,AGV層架
DQBP3E-A900K71GR-000,BenQ MindDuo Max SE 親子共讀護眼大立燈 (標準版),借,80D08024A,1,50,DQBP,燈飾照明,DQBP3E,立燈/落地燈,187,21.5,64,30,2,0,2,0,11927,展碁(寄倉),趙君婷,1,0.5,9.530074074,8,2F西,落地儲位,DQ,居家,45.51111111,0.452630208,超大材,9.530074074,人工倉,<半年,落地儲位
DQBP3W-A900J4FW2-000,[2入組]Acer 宏碁 35W 高光效遙控調光調色 LED元悅吸頂燈,借,80D02032B,3,37,DQBP,燈飾照明,DQBP3W,LED吸頂燈,34,22,34,1.5,3,0,3,0,38013,日月光綠能,趙君婷,9,3,0.941925926,2,2F西,重型層架,DQ,居家,31.28888889,0.179659091,小材積,2.825777778,人工倉,<半年,重型層架-低
DQBP3W-A900J4FW2-000,[2入組]Acer 宏碁 35W 高光效遙控調光調色 LED元悅吸頂燈,借,80N07066E,6,37,DQBP,燈飾照明,DQBP3W,LED吸頂燈,34,22,34,1.5,3,0,3,0,38013,日月光綠能,趙君婷,9,3,0.941925926,2,7F,重型層架,DQ,居家,45.51111111,0.124179688,小材積,5.651555556,人工倉,<半年,重型層架
DQBP4F-A900HZ6M4-002,Esense LED超明亮護眼檯燈,借,80N01042B,1,61,DQBP,燈飾照明,DQBP4F,檯燈/桌燈/夾燈,22,20,66.5,3.23,4,0,18,0,10754,逸盛,趙君婷,2,0.5,1.083703704,5,7F,重型層架,DQ,居家,39.82222222,0.14968378,小材積,1.083703704,人工倉,<半年,重型層架-低
DQBP4F-A900I3UMM-000,HH-LT0617PA09  LED檯燈(室內用燈具),借,80D08043A,8,88,DQBP,燈飾照明,DQBP4F,檯燈/桌燈/夾燈,24,16,52,2.11,6,0,22,0,33915,"精鼎智能		",趙君婷,8,1.33,0.739555556,5,2F西,落地儲位,DQ,居家,45.51111111,0.674951172,小材積,5.916444444,人工倉,<半年,落地儲位
DQBP4F-A900K13WR-000,【Philips 飛利浦】FDS711 A4L 智能LED護眼檯燈,借,80P13258X,5,38,DQBP,燈飾照明,DQBP4F,檯燈/桌燈/夾燈,88,29,17,5.4,4,0,13,0,11927,展碁(寄倉),趙君婷,15,3.75,1.606814815,6,1F,自動化板式,DQ,居家,46.66666667,0.17215873,小材積,8.034074074,自動化,<半年,自動化板式
DQBP52-A900IR77E-000,【Philips 飛利浦】PAS351 軒笛螢幕智能掛燈,借,80K01067B,3,210,DQBP,燈飾照明,DQBP76,Philips 飛利浦,58,14,7,0.86,0,0,1,0,11927,展碁(寄倉),趙君婷,3,99999,0.210518519,4,6F,重型層架,DQ,居家,18.48888889,0.164795673,小材積,0.631555556,人工倉,>=半年,重型層架-低
DQBP7B-A900IU78U-000,MAGIC 大視界LED雙臂夾燈MA628,借,80P10297X,30,15,DQBP,燈飾照明,DQBP7B,MAGIC,63,16,13,1.6,39,0,100,0,11927,展碁(寄倉),趙君婷,55,1.41,0.485333333,5,1F,自動化板式,DQ,居家,46.66666667,0.312,小材積,14.56,自動化,<半年,自動化板式
DQBPAK-A900I51PS-001,13瓦LED廣角高亮度燈泡-白光-6入,採,80D04026B,9,470,DQBP,燈飾照明,DQBPA9,Glolux,4,27,20,0.49,57,0,498,0,29001,亞捷科技,趙君婷,219,3.84,0.08,1,2F西,重型層架,DQ,居家,31.28888889,0.054971591,小材積,0.72,人工倉,>=1年,重型層架-低
DQBPAK-A900I51PS-001,13瓦LED廣角高亮度燈泡-白光-6入,採,80P10085X,210,470,DQBP,燈飾照明,DQBPA9,Glolux,4,27,20,0.49,57,0,498,0,29001,亞捷科技,趙君婷,219,3.84,0.08,1,1F,自動化板式,DQ,居家,46.66666667,0.36,小材積,16.8,自動化,>=1年,自動化板式
DQBPAK-A900K0XDY-000,贈【Osram 歐司朗】橘色購物帆布袋,借,80M39021B,3,99,DQBP,燈飾照明,DQBPAK,燈泡,46,37,1,0.09,0,0,20,0,39755,凌騰,趙君婷,3,99999,0.063037037,4,7F,AGV層架,DQ,居家,1.333333333,0.141833333,小材積,0.189111111,人工倉,<半年,AGV層架
DQBR0N-A900GLTEZ-000,Silky 喜樂 390mm高枝鋸/ 高枝剪 二段 4.5M 樹鋸/造林 FORESTER系列 273-45/4.5m,借,80D05005B,1,1092,DQBR,園藝資材,DQBR3Z,高枝剪高枝鋸,198,26,6,2.4,1,0,1,0,37252,天恕工業,陳洺欽(PM),1,1,1.144,8,2F西,重型層架,DQ,居家,31.28888889,0.225899621,超大材,1.144,人工倉,>=2年,重型層架-低
DQBS27-A900JIZ1J-000,【防災專家】大型防盜密碼保險箱 鑰匙、密碼兩用 台灣專業保固 (XSB-50),借,80N01036E,4,12,DQBS,居家安全,DQBS27,防災專家,30,35,50,16,13,0,27,0,29183,中揚消防,趙君婷,17,1.31,1.944444444,5,7F,重型層架,DQ,居家,45.51111111,0.170898438,小材積,7.777777778,人工倉,<半年,重型層架
DQBS2J-A900I4O47-002,Viita 結實可伸縮防護門欄/寵物安全隔離網/防墜拉門 180*86cm,借,80R02078B,1,164,DQBS,居家安全,DQBS2J,安全門欄,91,11,14,2.33,0,0,0,0,38492,潤泰環宇,趙君婷,2,99999,0.519037037,5,8F,重型層架,DQ,居家,18.48888889,0.583655849,小材積,0.519037037,人工倉,<半年,重型層架-低
DQBW96-A900JVF5Y-000,【和淨】空間淨化噴霧 250ml,借,80M40079C,22,78,DQBW,開運風水,DQBW96,除穢淨化,5,5,22,0.3,6,0,8,0,41254,朗曜,林貝琪,22,3.67,0.02037037,1,7F,AGV層架,DQ,居家,7.111111111,0.247458333,小材積,0.448148148,人工倉,<半年,AGV層架
DQBW9K-A900GFLR8-000,【老食說】拜拜祝壽 招財元寶燭8組/箱,借,80D06014A,1,1118,DQBW,開運風水,DQBW86,蠟蠋/酥油燈,50,38,51,14.3,0,0,0,0,37267,老食說,林貝琪,1,99999,3.588888889,6,2F西,重型層架,DQ,居家,31.28888889,0.457244318,小材積,3.588888889,人工倉,>=3年,重型層架-低
DQBW9K-A900GFNVI-000,【老食說】拜拜祝壽 小金寶龍柱補充燭24對/箱,借,80D02048A,1,1116,DQBW,開運風水,DQBW86,蠟蠋/酥油燈,38,27,33,20.75,0,0,0,0,37267,老食說,林貝琪,2,99999,1.254,7,2F西,重型層架,DQ,居家,31.28888889,0.11170928,大材積,1.254,人工倉,>=3年,重型層架-低
DQBX2F-A900HJIJ5-000,Solar Life 索樂生活 伸縮曬衣桿(32mm管徑) 70-120cm.免打孔晾衣桿 不鏽鋼伸縮桿 窗簾桿 浴簾桿 掛衣桿,借,80D01059B,4,78,DQBX,衣架/曬衣架,DQBX2F,曬衣桿,69,13,5,0.55,1,0,9,0,35053,索樂企業(股)公司,余燦翎,4,4,0.166111111,4,2F西,重型層架,DQ,居家,31.28888889,0.151740057,小材積,0.664444444,人工倉,<半年,重型層架-低
DQBX2R-A900JVARV-001,無痕順肩加大掛衣架  多色任選 10入裝,借,80D01009B,3,137,DQBX,衣架/曬衣架,DQBX2R,三角衣架,41,6,20,8,0,0,0,0,39699,上禾國際,余燦翎,3,99999,0.182222222,2,2F西,重型層架,DQ,居家,31.28888889,0.232864583,小材積,0.546666667,人工倉,<半年,重型層架-低
DQCBDE-A900JJDX6-001,可翻轉折疊款無段氣壓升降移動邊桌/床邊桌(80x40cm),採,80N12027E,7,100,DQCB,桌子/茶几,DQCBDE,折疊/升降桌,52,12,89,10.64,37,0,85,0,32154,豐盛科技,余燦翎,53,1.43,2.056888889,7,7F,重型層架,DQ,居家,45.51111111,0.316367188,大材積,14.39822222,人工倉,<半年,重型層架
DQCBHC-A900GBAT5-000,TZUMii豪華多功能書桌組-B箱配件,借,80N06043D,20,10,DQCB,桌子/茶几,DQCBHC,TZUMii,60,41,13,14.82,29,0,61,0,12880,駿興,余燦翎,42,1.45,1.184444444,5,7F,重型層架,DQ,居家,45.51111111,0.520507812,小材積,23.68888889,人工倉,<半年,重型層架
DQCC20-A900GI4US-000,【Concern 康生】人體工學無重力休閒躺椅(人體工學設計 翹翹板原理),借,80D03034A,3,4,DQCE,沙發/椅子,DQCE1D,躺椅涼椅,93,67,16,8,4,0,21,0,34753,康生,余燦翎,9,2.25,3.692444444,7,2F西,重型層架,DQ,居家,31.28888889,0.699488636,大材積,11.07733333,人工倉,<半年,重型層架-低
DQCD0S-A900K3NXU-001,Raymii LMC-12 時尚螢幕落地支架,借,80D08053A,17,2,DQCD,櫃子/層架,DQCD0S,其他收納櫃架,93,44,12,19.2,0,0,0,0,39020,瑞米,余燦翎,17,99999,1.818666667,6,2F西,落地儲位,DQ,居家,45.51111111,0.679335938,小材積,30.91733333,人工倉,<半年,落地儲位
DQCD3E-A900GJ2MV-001,TZUMii蘿拉三門衣櫃-雙色可選  衣櫥/衣物收納櫃,借,80C2A011D,15,130,DQCD,櫃子/層架,DQCD1D,衣櫃,186,46,9,30,5,0,11,0,12880,駿興,余燦翎,30,6,2.852,8,2F東,落地儲位,DQ,居家,45.51111111,0.939990234,超大材,42.78,人工倉,<半年,落地儲位
DQCE1F-A900HL08Y-000,Para休閒洽談椅/半皮,借,80P03565X,1,782,DQCE,沙發/椅子,DQCE1B,單人沙發,88,82,90,27,0,0,0,0,31572,震旦行,余燦翎,3,99999,24.05333333,8,1F,自動化板式,DQ,居家,46.66666667,0.515428571,超大材,24.05333333,自動化,>=2年,自動化板式
DRAA1R-A900K1R2U-000,SANDISK 後背包,借,80E01005A,10,31,DRAH,ＳＳＤ,DRAH1G,SSD|贈品專館,48,40,6,1.34,14,0,37,0,11927,展碁(寄倉),魏碩誼,10,0.71,0.426666667,5,3F,重型層架,DR,零組件,39.82222222,0.454702381,小材積,4.266666667,人工倉,<半年,重型層架-低
DRAA7T-A900IWS03-000,7-11商品卡50元*2,借,80O01006A,37,448,DRAA,外接硬碟/SSD,DRAA7T,其它品牌-贈品,10,7,1,0.01,0,0,0,0,27344,增你強,張毓庭,37,99999,0.002592593,1,7F,鐵櫃,DR,零組件,0.168888889,0.567982456,小材積,0.095925926,人工倉,>=1年,鐵櫃
DRAA7T-A900J0YZC-000,Segway Ninebot 電動滑板車 E2 Pro,借,80E07019A,1,415,DBAU,窈窕,DBAUKI,登記抽獎,28,127,56,25,0,0,0,0,38596,羅宋堂,黃子峻,1,99999,7.375407407,8,3F,重型層架,DB,食品飲料,39.82222222,0.516709449,超大材,7.375407407,人工倉,>=1年,重型層架-低
DRAA7T-A900K18YC-000,來一客】 風味杯x3入鮮蝦魚板風味,借,80M37005B,3,4,DRAA,外接硬碟/SSD,DRAA7T,其它品牌-贈品,33,11,10,0.27,1325,0,1513,0,11311,統一夢公園,張毓庭,7,0.01,0.134444444,1,7F,AGV層架,DR,零組件,1.333333333,0.3025,小材積,0.403333333,人工倉,<半年,AGV層架
DRAAEK-A900K7SLX-000,來一客】 風味杯x3入鮮蝦魚板風味,借,80N44056B,18,47,DRAB,內接硬碟,DRAB0H,贈品區,33,11,9.5,0.27,195,0,279,0,11311,統一夢公園,魏碩誼,30,0.15,0.127722222,1,7F,重型層架,DR,零組件,39.82222222,0.19984468,小材積,2.299,人工倉,<半年,重型層架-低
DRAB0T-A900JVG1R-000,STARDOM ST4-B32 (銀色) USB3.2 20Gbps Type-C 4bay 硬碟外接盒,借,80E04019B,3,25,DRAB,內接硬碟,DRAB0T,STARDOM銳銨,27.5,24,23.5,3.53,1,0,4,0,11205,銳銨,魏碩誼,3,3,0.574444444,2,3F,重型層架,DR,零組件,22.75555556,0.314676921,小材積,1.723333333,人工倉,<半年,重型層架-低
DRAB5O-A900AK5YH-000,OWC ThunderBay 8 + SoftRAID 5 (Thunderbolt 3 - 八槽 2.5 / 3.5 吋 硬碟外接盒),借,80E04017B,2,123,DRAA,外接硬碟/SSD,DRAALC,外接盒/備份/轉接,39,40,34,10,0,0,0,0,31189,原形研發,張毓庭,2,99999,1.964444444,5,3F,重型層架,DR,零組件,22.75555556,0.458151042,小材積,3.928888889,人工倉,<半年,重型層架-低
DRAB5O-A900ARXLF-000,OWC ThunderBay Flex 8 + SoftRAID 5 (8槽位儲存+ 8接口連結 + 1 PCIe擴展插槽),借,80E02002B,1,216,DRAB,內接硬碟,DRAB8Q,OWC 外接盒,54,49,29,12.4,0,0,0,0,31189,原形研發,魏碩誼,3,99999,2.842,6,3F,重型層架,DR,零組件,22.75555556,0.205048828,小材積,2.842,人工倉,>=半年,重型層架-低
DRAB5O-A900ASCOW-000,OWC Mercury Elite Pro Quad RAID,借,80E05038B,2,148,DRAB,內接硬碟,DRAB8Q,OWC 外接盒,37,27,33,5.37,0,0,0,0,31189,原形研發,魏碩誼,4,99999,1.221,5,3F,重型層架,DR,零組件,22.75555556,0.493787435,小材積,2.442,人工倉,<半年,重型層架-低
DRAB82-A900B47X0-000,QNAP 威聯通 TL-D800C 8-Bay 桌上型 Type-C 大容量 JBOD儲存擴充設備,借,80E04009B,1,194,DRAG,網路硬碟,DRAG9W,VIP專區,43,39,30,1.5,0,0,0,0,32785,威聯通,魏碩誼,5,99999,1.863333333,5,3F,重型層架,DR,零組件,22.75555556,0.297202148,小材積,1.863333333,人工倉,>=半年,重型層架-低
DRAD6U-A900FXFI0-000,CyberPower 在線互動式 PFC 正弦波不斷電系統(CP1500PFCLCDa),借,80E02019A,2,10,DRAD,顯示卡,DRAD6U,顯示卡..贈品館,44,37,18,11.4,10,0,24,0,11927,展碁(寄倉),游育萱,20,2,1.085333333,5,3F,重型層架,DR,零組件,39.82222222,0.553504464,小材積,2.170666667,人工倉,<半年,重型層架-低
DRADL2-A900JUC99-000,技嘉GIGABYTE AORUS Geforce RTX 5090 AI BOX 外接顯示卡,採,80E08016B,1,37,DRAD,顯示卡,DRADL2,技嘉全系列,19,31,18,5.5,0,0,0,0,12768,捷元(寄倉),游育萱,2,99999,0.392666667,2,3F,重型層架,DR,零組件,22.75555556,0.157613932,小材積,0.392666667,人工倉,<半年,重型層架-低
DRAE08-A900FG9H9-000,SuperChannel 視博通 SW300 M(B) TYPE-C / 4風扇 / 磁吸鐵網 M-ATX  電腦機殼,借,80E04029A,1,43,DRAE,機殼/散熱,DRAE08,機殼-視博通,47,48,28,6.7,3,0,5,0,28343,視博通,蘇文輝,3,1,2.339555556,6,3F,重型層架,DR,零組件,39.82222222,0.440721726,小材積,2.339555556,人工倉,<半年,重型層架-低
DRAE08-A900IFW7C-000,SuperChannel 視博通 LEX100M(B) M-ATX 海景房 電腦機殼,借,80E06020A,2,30,DRAE,機殼/散熱,DRAE08,機殼-視博通,40,48,27,4.5,1,0,4,0,28343,視博通,蘇文輝,5,5,1.92,5,3F,重型層架,DR,零組件,39.82222222,0.557983631,小材積,3.84,人工倉,<半年,重型層架-低
DRAE08-A900JGMGZ-000,SuperChannel 視博通 LEX200M(W) 白色 M-ATX 電腦機殼,借,80N03044B,1,100,DRAE,機殼/散熱,DRAE08,機殼-視博通,44,49,26,5.43,1,0,2,0,28343,視博通,蘇文輝,3,3,2.076148148,5,7F,重型層架,DR,零組件,39.82222222,0.122573475,小材積,2.076148148,人工倉,<半年,重型層架-低
